id,title,polarity,subjectivity,vader_compund,GPE
5580,Ex-Assistant FBI Director: Clintons Are a Crime Family,0.0,0.0,-0.5423,[]
9757,Hillary Wants Aggressively Interventionist Foreign Policy,0.037500000000000006,0.1125,-0.3182,[]
5955,Real Disclosure! Secret Alien Base Found In Moon's Tycho Crater,-0.30000000000000004,0.6875,0.0,[]
7455,Homeless Woman Protects Trump’s Walk of Fame Star From Violent Leftists,-0.8,1.0,0.0772,[]
7793,220 ‘Significant’ Pipeline Spills Already This Year Exposes Troubling Safety Record,0.375,0.875,-0.296,[]
9403,‘He didn’t know the boy didn’t want to be raped’ – court throws out Muslim migrant child sex charge and Germans are in shock,0.0,0.0,-0.3182,[]
5931,Pieczenik “Rogue FBI Agents and Wikileaks are Spearheading a Movement to Stop the Clintons from Stealing the White House” – TruthFeed,0.0,0.0,-0.7096,[]
5937,"3 Effects of Substance Abuse on Individual, Family and Community",0.0,0.4,-0.6369,[]
7277,Tree Shaped Vertical Farms That Grow 24 Acres Of Urban Crops,0.0,0.0,0.0,[]
5521,New Comment Features have been Added,0.13636363636363635,0.45454545454545453,0.0,[]
9360,Ying and Yang (the Gold and Silver Set-Up),0.0,0.0,0.0,[]
6646,Police Turn In Badges Rather Than Incite Violence Against Standing Rock Protestors,0.0,0.0,-0.6249,[]
7540,Detroit women’s Halloween decorations depict ‘real-life horrors’ … such as shootings police by police,0.0,0.5,0.0,['Detroit']
8212,Comment on Quid Pro Quo? Wikileaks Email Reveals Clinton Campaign Eyeing Paul Ryan’s Relative for Supreme Court by lenore.lee,0.0,0.0,0.5574,[]
6197,Is google and YouTube in the Hillary's purse?,0.0,0.0,0.0,[]
6061,Truth Will Out Radio: The Laconia Incident,0.0,0.0,0.3182,[]
9545,Should I Get Botox?,0.0,0.0,0.0,[]
7744,Lavrov and Kerry discuss Syrian settlement,0.0,0.0,0.0,[]
8177,BREAKING : DOJ Says They Will “HELP” Review the 650K Emails – TruthFeed,0.0,0.0,0.0,[]
7049,Celebrity Deathmatch: Darkmoon Sages Make Their Final Predictions on US Election,0.0,1.0,0.0,['US']
7801,Revelation Unleashed: Unlocking The Mysteries Of The Bible’s Most Mysterious Book,0.25,0.75,0.0,[]
10232,Silent Counter-Coup by 17 Intel Agencies To Stop Crooked Clintons [Video],0.0,0.1,-0.296,[]
8290,"The Mandela Effect was made by one overlooked 33 year old man, an ascended master (video and proof)",0.1,0.2,-0.0258,[]
6227,CNN: One voter can make a difference by voting repeatedly,0.0,0.0,0.0,[]
5316,Newly Approved GM Potatoes Have Potential to Silence Human Genes,0.04545454545454545,0.5181818181818182,0.4215,[]
5530,"The Arcturian Group by Marilyn Raffaele October 23, 2016 [VIDEO]",0.0,0.0,0.0,[]
7680,Nuclear weapons question,0.0,0.0,-0.4404,[]
10490,Kevin MacDonald celebrates Trump’s Amazing Victory,0.6000000000000001,0.9,0.8176,[]
9413,"The amazing AquTru water filter, version 2.0, is now in stock: I've snagged 500 units for Natural News readers at a deep discount",0.23333333333333336,0.5666666666666668,0.743,[]
8685,Glorifying Violence,0.0,0.0,-0.1779,[]
6763,Russia may run out of patience and respond to USA's rudeness,0.0,0.0,-0.3612,"['Russia', 'USA']"
7730,The David Duke Show: Hillary’s Treason and Why Trump & Duke Will Win,0.8,0.4,0.2263,[]
7362,APOCALYPSE NOW: Trump Voters Warn Of ‘Revolution’ If Clinton Wins,0.3,0.2,0.5106,[]
7513,"Geo-Engineering Unlikely to Work, Conservation Group Says",-0.5,0.5,0.0,[]
6247,“Bernie needs to be ground to a pulp.” Leaked Email to John Podesta in February,0.0,0.0,-0.3182,[]
6025,“We Were Long Overdue A Presidential Assassination Anyway”,-0.05,0.4,-0.5994,[]
10122,"Flip-flop: Vox warns of serious risk of Election Day violence, and not the good kind either",0.3222222222222222,0.7222222222222222,-0.9018,[]
9398,Comey Must Explain Why He Advised Obama Not to Publicly Accuse Russia of Hacking Democrats,0.0,0.06666666666666667,0.1511,"['Russia', 'Hacking']"
10427,"Putin Congratulates Trump, Says Russia Is Ready To Restore Relations With The US",0.2,0.5,0.5719,"['Russia', 'US']"
7099,Monsieur Malbrough est Mort | New Eastern Outlook,0.13636363636363635,0.45454545454545453,0.0,[]
8013,"What is one more election thread, ehhh?",0.5,0.5,0.0,[]
10092,Re: WikiLeaks: ‘How is what Bill Clinton did different from what Bill Cosby did?’ #PodestaEmails20,0.0,0.6,0.0,[]
9121,"REPORT: Megyn Trashes Trump, Newt… Then Murdoch Announces Replacements Are Available",0.4,0.4,0.0,[]
8122,Suspect captured in ‘ambush-style’ killings of two Iowa cops,0.0,0.0,-0.7717,['Iowa']
8988,Re: 10 Things That Every American Should Know About Donald Trump’s Plan To Save The U.S. Economy,0.0,0.0,0.4939,[]
8682,Look at the SHOCKING Number of Kids Born To Illegals in 2014,-1.0,1.0,-0.4824,[]
6350,Mother And Daughter Remind MSNBC Reporter That Trump Has Black Supporters,-0.16666666666666666,0.43333333333333335,0.4404,[]
7818,Elizabeth Warren Just Blasted The FBI Director For Going After Hillary Instead Of Wall Street Crooks,-0.6,0.9,0.0,[]
6408,Trumped!,0.0,0.0,0.0,[]
8357,Saturn’s Baffling Hexagon — The Raging Storm Four Times the Size of Earth has Changed Its Colors,0.0,0.0,-0.5267,[]
10511,"Cyrus Mistry renames himself Rohit Sharma-Mistry, gets job back",0.0,0.0,0.0,[]
8322,The FBI intervenes in the 2016 election,0.0,0.0,0.0,[]
6212,"Re: If Donald Trump Wins, He Will Be 70 Years, 7 Months And 7 Days Old On His First Full Day In Office",0.25,0.32083333333333336,0.5719,[]
6920,Classless Obama Refuses Photo-Op of White House Welcome with Trump,0.4,0.45,0.4588,[]
9468,Comment on Maryland Trump Supporter: They Switched My Vote to Hillary by misterdawg,0.0,0.0,0.2732,['Maryland']
6460,Stuff in the News That No One Is Talking About Because of the Election,0.0,0.0,-0.296,[]
6809,Social Media Is Censoring FBI’s Re-Opened Clinton Email Investigation,0.03333333333333333,0.06666666666666667,0.0,[]
6527,Shi’ite Militias Join Iraq’s Mosul Attack,0.0,0.0,-0.2263,['Iraq']
9447,U.S. Taxpayers Pay AT&T Millions of Dollars a Year For the Privilege of Spying on Them,0.0,0.0,0.2732,['U.S.']
7256,VIDEO: Journalist Shot by Militarized Police at Standing Rock While Conducting an Interview,0.0,0.0,0.0,[]
7228,Are Tensions With Russia Even Real?,0.2,0.30000000000000004,-0.4019,[]
7628,Comment on This Is What Constipation Does To Your Body by THIS IS WHAT CONSTIPATION DOES TO YOUR BODY | TheHealthology,0.0,0.0,0.0,[]
8918,Fifteen Quotes Proving False Flag Terrorism & the Existence of a ‘Shadow Government’,-0.4000000000000001,0.6,-0.6808,[]
7711,"Former Ambassador Andrew Young calls for end to water fluoridation, “Civil Rights Issue”",0.05,0.2,0.0,[]
9295,Trump's New Ad Portraying 'Every Mother's Worst Nightmare' is Nothing Short of Chilling,-0.34090909090909094,0.6636363636363637,-0.6157,[]
7474,Undercover Video Exposes Obama’s Plan to Make American “Gun Laws” More Like Britain – TruthFeed,0.25,0.25,0.3167,['Britain']
7661,"Syrian War Report – November 2, 2016: ISIS and Al-Nusra Attempt to Cut Off Govt Supply Line to Aleppo",0.0,0.0,-0.7184,[]
7443,Should Christians Celebrate Halloween?,0.0,0.0,0.5719,[]
8210,Only Making Matters Worse in Syria,-0.2,0.8,-0.4588,['Syria']
9756,BUSTED: Clinton Foundation Directly Tied To Plot To Steal Election,0.1,0.4,-0.4939,[]
6851,Assange: Donald Trump Won’t Be Allowed to Win – Clinton & ISIS Funded by Same Interests,0.4,0.2625,0.7003,[]
9239,"Michael Moore admits no women ever melted the ice caps, bombs American history",0.0,0.0,0.0,[]
6815,Culchie Tries To Explain Rules Of 25 One More Time,0.2,0.45,0.0,[]
7154,Who had to go :-),0.5,1.0,0.3182,[]
7757,Raqqa/Mosul: Politicians Fiddle As Middle East Burns,0.0,0.0,0.0,[]
9557,Washington Home Depot store receives order for five-thousand gallons of gold exterior paint,0.0,0.0,0.0,[]
5297,Western Lynch Mob on Russia Ties Itself up in Absurd Anots      : Information,-0.25,0.5,0.0,[]
8142,We Live In A Time Where Each Individual Has Immense Power,0.04545454545454545,0.6333333333333333,0.0,[]
6176,Only Demented Imbeciles Want A Killary Reign Of Terror,0.0,1.0,-0.4767,[]
9402,This anti-Trump advert on the side of a bus is really visually clever and you have to see it in motion,0.16666666666666666,0.8333333333333334,0.507,[]
6948,Americans Are So Disconnected From Reality That “Insouciant” Has Become An Euphemism,0.0,0.0,0.0,[]
9991,"Hillary Melts Down Over Weiner In Public, PICS Prove Campaign Is Imploding",-0.07777777777777779,0.17777777777777778,0.0,[]
10555,Clinton Vs. Trump: Latest Electoral Prediction [Greg Laden's Blog] | Science and Technology,0.5,0.9,0.0,[]
8549,Jubilee Year of Mercy ends on November 20. Following Judgment?,0.0,0.1,0.3612,['Mercy']
6035,UKIP MEPs Steven Woolfe & Mike Hookem reported to French police over Strasbourg scuffle,0.0,0.0,0.0,"['UKIP', 'Strasbourg']"
9134,Justice Clarence Thomas Describes Washington DC As “Broken”,-0.4,0.4,0.5267,[]
6407,"The Week In Pictures – Week Of October 31, 2016 - The Onion - America's Finest News Source",0.0,0.0,0.0,[]
6841,8 classic football banners of our time,0.16666666666666666,0.16666666666666666,0.0,[]
8756,Tweetwave,0.0,0.0,0.0,[]
5918,Trump’s Gettysburg Address against the New World Order,0.13636363636363635,0.45454545454545453,0.0,[]
5307,Trump Proudly Declares: Most Of The People I’ve Insulted Deserved It,0.65,0.75,0.0772,[]
8484,Dems sue GOP over Trump's 'rigged' complaints,0.0,0.0,-0.6369,[]
9948,US Airstrikes on Iraqi Army Slowing Advance on Mosul,0.0,0.0,0.0,"['US', 'Mosul']"
6058,"Clinton Camp Desperate, Russia Trains for WWIII",-0.6,1.0,-0.3182,[]
8767,Comment on Tainted Measles Vaccine Kills More Than 50 Children In Syria by Tragic Deaths Used To Promote Vaccine Fear – On The Fence About Vaccines,-0.125,0.625,-0.7964,['Syria']
9394,If Catcalls Were Politically Correct…,0.0,0.1,0.0,[]
8428,Why Hillary Won't Unleash WWIII    : Information,0.0,0.0,0.0,[]
10357,Hillary IMPLODES: Trump 'Took Everything...Paid Nothing To Support Us!',0.0,0.0,-0.3716,[]
10257,GOOGLE PLANNED MASSIVE AI INTEGRATED SOCIAL NETWORK SPY TOOL FOR HILLARY CAMPAIGN IN 2014,0.016666666666666666,0.5333333333333333,0.0,[]
7577,"New Study Links Fluoride Consumption To Hypothyroidism, Weight Gain, And Worse",-0.13181818181818183,0.5272727272727272,0.0772,[]
9485,Memo to the Next Administration: Defense Spending Must Be For Actual Defense,0.0,0.05,0.25,[]
6698,The circus of liars - America's three rings of evil clowns,-1.0,1.0,-0.8316,[]
8516,Trump Has Forever Changed American Politics,0.0,0.0,0.0,[]
10048,"The role of the US and Nato in EU relations with China, by Manlio Dinucci",0.0,0.0,0.0,"['US', 'China']"
5724,Trump The President: What Does That Mean For The World? - CounterCurrents.org,-0.3125,0.6875,0.0,[]
7892,Comment on Breaking: CDC Blocks Testimony of Their Senior Scientist Who Blew The Whistle on Severe Medical Malpractice by CDC Accused of Blocking Testimony from Senior Scientist — New York Malpractice & Injury Lawyer Blog,0.06818181818181818,0.22727272727272727,-0.8779,[]
9935,FOX News Just Admitted It Made Up Story About Hillary Being “Indicted” For Foundation,0.0,0.0,0.1027,[]
6810,Repudiating the Media,0.0,0.0,0.0,[]
5847,Buchanan Smashes CNN Shill,0.0,0.0,0.0,[]
7815,The Impossible Is Happening: Cubs Win World Series and Yes… Hillary Clinton is Now Likely to be Indicted,0.044444444444444474,0.7999999999999999,0.5859,[]
10183,America After Election 2016: the Gullible and the Shattered - David Kerans,0.0,0.0,-0.6808,['America']
6768,Anderson Cooper Absolutely OWNS Kellyanne Conway After FBI Clears Hillary…Again (VIDEO),0.2,0.9,0.0772,[]
10203,‘Schlonged!’ NYT: FBI reopened Hillary probe thanks to … ANTHONY WEINER?,0.2,0.2,0.4926,[]
9953,Exclusive: Siege of Islamabad,0.0,0.0,0.128,['Islamabad']
9625,The Fix Is In: NBC Affiliate Accidentally Posts Election Results A Week Early: Hillary Wins Presidency 42% to Trump’s 40%,0.2,0.25,0.3182,[]
6872,"‘Can’t build a wall, hands too small!’ – NYC anti-Trump protest (Streamed live)",-0.08806818181818182,0.45,-0.3164,[]
8643,Comment on Brother of Clinton’s Campaign Chair is an Active Foreign Agent on the Saudi Arabian Payroll by marlene,-0.12916666666666665,0.3625,0.4019,[]
9265,American Express disowns Pink Floyd singer Roger Waters because of pro-Palestinian views,-0.05,0.15,0.0,[]
5468,President-Elect Donald Trump's First Televised Interview Since He Won the Election     : Information,0.25,0.3333333333333333,0.5719,[]
9044,North Carolina Hillary Supporter Brags on Facebook About Voting Multiple Times,0.0,0.0,0.2732,['North Carolina']
6203,Russia reacts to UN aid chief's Aleppo 'kill zone' remarks,0.0,0.0,-0.6908,['Russia']
6316,Representative Government or Thugocracy?,0.0,0.0,0.0,[]
6850,Pro-Palestinian Propaganda Lowering Standards of Truth in America,-0.1,0.1,-0.1779,['America']
6327,Lifting weights could ward off dementia and make you smarter,0.0,0.0,0.4588,[]
6442,People excited about Christmas adverts told about rest of human culture,0.1875,0.425,0.34,[]
6801,China Airport Security Robot Gives Electroshocks,0.0,0.0,0.34,[]
9196,"Re: WikiLeaks: Neera Tanden has ANOTHER ringing endorsement for Hillary! (No, not really)",-0.1,0.2,0.3802,[]
9676,Doomsday Election,0.0,0.0,-0.5859,[]
10194,Who rode it best? Jesse Jackson mounts up to fight pipeline; Leonardo DiCaprio to the rescue?,1.0,0.3,0.7399,[]
8772,NAZI Flying Saucers & A Permanent Base in Antarctica,-0.8,1.0,0.0,[]
6862,BREAKING: Man Brags on Facebook of Voting 3 Times… Then Reveals How He Did It,0.0,0.0,0.0,[]
6871,Furious parents slam ‘damaging’ BBC sex change show aimed at six-year-olds,0.0,0.0,-0.743,[]
7391,Trump Family Say Trump Brand Has NOT Been Damaged,0.0,0.0,0.3412,[]
9283,John Oliver: America’s Increasingly Segregated Schools Are ‘Very Rarely Equal in Any Way’ (Video),0.0,0.25,0.0,[]
8646,The Rise of Mandatory Vaccinations Means the End of Medical Freedom,0.0,0.0,0.6705,[]
6784,Scientists Fascinated By Lake Under The Sea: Those Who Enter Never Come Out [Watch],0.0,0.0,0.4767,[]
9508,"Russia, India Discuss FGFA Advanced Fighter, Su-30MKI Upgrade",0.4,0.6,0.3818,['Russia']
8197,BREAKING : TED CRUZ CALLS FOR SPECIAL PROSECUTOR TO INVESTIGATE HILLARY – TruthFeed,0.35714285714285715,0.5714285714285714,0.5319,[]
5575,The Real Reason Obamacare is Coming Unglued,0.2,0.30000000000000004,0.0,[]
8114,Revived Clinton Email Scandal Killed By A Slew Of New Facts In Record Time,-0.03181818181818183,0.22727272727272727,-0.8126,[]
10246,Iraq’s Skies Darken as Islamic State Torches Oil,0.0,0.0,0.0,[]
9029,New Yorkers fight to overturn ballot selfie ban,0.13636363636363635,0.45454545454545453,-0.7351,[]
6448,George W. Bush’s Ethics Lawyer Files Complaint Against FBI Director James Comey,-0.3,0.2,-0.296,[]
8294,Netflix Ceo: TV’s Future includes Hallucination Pills,0.0,0.125,0.0,[]
7338,Comment on Elections 2012-16 by BeamMeUpScotty,0.0,0.0,0.0,[]
5926,After Debate Duke Says USA becoming Banana Republic,0.45,0.8500000000000001,0.0,"['USA', 'Banana Republic']"
5914,"NOW FIVE FBI FIELD OFFICES ARE PROBING CLINTON CHARITY, ADDING FUEL TO THE FIRE",0.0,0.0,0.1027,[]
9961,Podesta wiki leaks...We prefer Muslims over Christians....,0.0,0.0,0.0,[]
6391,Australian taxpayers charged over $88 million for donation to corrupt Clinton Foundation,-0.25,0.5,-0.2023,[]
9521,Jews ‘blamed for Holocaust’ at House of Lords event,0.0,0.0,0.0,[]
9340,Russia successfully tests its first-ever hypersonic weapon,0.75,0.95,0.25,['Russia']
8145,The Hulk Actor Mark Ruffalo Has Joined Standing Rock to Protest DAPL,0.0,0.0,-0.25,[]
7844,Walmart Goes Against The Grain Of Obama’s America With New Thanksgiving Ad,0.13636363636363635,0.45454545454545453,0.0,[]
7928,The Path To Total Dictatorship: America’s “Shadow Government” And Its Silent Coup,0.0,0.425,0.0,[]
9168,To the Youth a Day After the Election: Another World Is Possible,0.0,1.0,0.0,[]
6455,Physical Gold Demand and Fear,0.0,0.14285714285714285,-0.5719,[]
6135,Comment on U.S. war with Iran has already begun by جنگ ارزی آمریکا علیه ایران / مورد مطالعاتی سال 1390 - کدآمایی,0.0,0.0,-0.5994,"['U.S.', 'Iran']"
10021,If You Have One Of These Old VHS Tapes It May Be Worth Over $1000,0.2,0.15000000000000002,0.2263,[]
6775,Study: Phytochemical Found In Broccoli And Cauliflower Attacks Prostate Cancer Cells,0.0,0.0,-0.8074,[]
8263,David Duke wins Louisiana Senate Debate in Landslide despite BLM Riots,0.3,0.2,0.7508,[]
6494,Hillary Clinton Is Now Radioactive – SoT #122,0.0,0.0,0.0,[]
8521,VIDEO: Creepy Clown Gets Pistol-Whipped!,-0.625,1.0,0.0,[]
5722,THE VISION THING 16    : Information,0.0,0.0,0.4084,[]
8340,The Other Way of Knowing,-0.125,0.375,0.0,[]
7006,Comment on Police Officer’s Wife Caught Faking a Robbery In a Scheme To Frame Black Lives Matter by The Cat's Vagina (Nasty Woman),-0.5833333333333334,0.7166666666666667,-0.743,['Vagina']
6287,Supreme Court Decides to Weigh in On Transgender Rights,0.0,0.0,0.5574,[]
7119,If Hillary Clinton Is Charged With Obstruction Of Justice She Could Go To Prison For 20 Years,0.0,0.0,-0.1779,[]
6804,Obamacare Premiums Spike an Average of 25%!,-0.1875,0.39999999999999997,0.0,[]
5352,Collective Consciousness – The Individual is Gone,0.0,0.4,0.0,[]
7771,What Scientists Found Inside This 800-Year-Old Pot... Is Changing History!,0.0,0.0,0.0,[]
10454,Physicists Say Consciousness Should Be Considered A State of Matter: The “Non Physical” Is Real,0.1,0.22142857142857145,0.0258,[]
9814,"Iranians Spend $2.1b on Beauty Products Annually, 3 Times more than Their European Counterparts",0.25,0.25,0.5859,[]
6429,#InNorthDakota ~~ PALESTINIANS STAND WITH THE SIOUX,0.0,0.0,0.0,[]
6918,"ISIS Declares It Will kill Palestinians “One By One”’, Yet Remains Quiet On Israel",0.0,0.3333333333333333,-0.6908,['Israel']
9825,"Hillary, The Political Scientist",0.0,0.1,0.0,[]
7713,"BOOM! This Is How President Reagan Handled Protesters: ""Negotiate? What is there to negotiate?"" [Video] » 100percentfedUp.com",0.0,0.0,-0.372,[]
6995,Links 11/12/16,0.0,0.0,0.0,[]
9645,Comment on Indoor Gardening Made Easy: The Nutritower! by Indoor Gardening Made Easy: The Nutritower! – Collective EvolutionGardening Business News UK | Gardening Business News UK,0.5416666666666667,0.8333333333333334,0.7494,[]
9251,US abstains from UN vote calling for end to Cuban embargo,0.0,0.0,0.0,['US']
8146,Young Turks Finds Out Why Trump Is About To Lose Utah For Republicans For First Time In Decades (VIDEO),0.175,0.3666666666666667,-0.4019,[]
9722,Comment on Mayor de Blasio claims hot dog carts are causing global warming by Dr. Eowyn,0.125,0.42500000000000004,0.1531,[]
6170,"America Might Not Deserve Trump, But Dems and Hillary Deserved To Lose",0.0,0.0,-0.5499,['America']
5438,Just Another Day In the Life of the Clinton Crime Family,0.0,0.0,-0.5423,[]
6329,Muslims regularly use “Inshallah” (“God Willing” in Arabic) and nobody calls it ‘Christophobic’ hate speech…so why is “Deus Vult” (“God Willing” in Latin) graffiti being called ‘Islamophobic’ Crusader hate speech?,-0.22000000000000003,0.6753846153846154,-0.8126,[]
9769,"Hillary Clinton, FBI and the Real November Surprise     : Information",0.2,0.30000000000000004,0.2732,[]
7877,Breaking: Ivanka Trump Makes Tragic Announcement Both Donald Trump and Supporters Are Shocked (Video) | Prophecy,-0.725,0.775,-0.34,[]
5305,GOP Senator Silences the Entire Room With Remark About War Hero Opponent's Heritage at Debate,0.0,0.625,-0.0772,[]
8824,2:00PM Election Day Water Cooler 11/8/2016,0.0,0.0,0.0,[]
9453,News: A Somber Moment: Cubs Fans All Over The World Are Still Too Sad About Princess Diana To Celebrate The Cubs’ World Series,-0.5,1.0,-0.296,[]
5434,Your Facebook Page Could Land You In a FEMA Camp,0.0,0.0,0.0,[]
6665,Watching These 55 ISIS Terrorists Get Blown to Smithereens is Sure to Brighten Your Day,0.5,0.8888888888888888,0.0258,[]
9554,Your dog probably has better healthcare than you do,0.5,0.5,0.4404,[]
8925,Get Ready For Civil Unrest: Survey Finds That Most Americans Are Concerned About Election Violence,0.35,0.5,-0.3818,[]
7953,Retired Bishop Explains Why The Catholic Church Invented Hell [Watch],0.0,0.1,-0.6808,[]
6588,Will a No-Fly Zone Help the People of Aleppo?,0.0,0.0,0.4019,[]
9586,"Experts Recommend Breaking Down Crushing Defeats Into Smaller, More Manageable Failures - The Onion - America's Finest News Source",0.18611111111111112,0.5472222222222223,-0.6786,[]
6299,"Comment on Score one for the Second Amendment: Pizza Hut worker shoots, kills attempted robber by lynnmccrann",0.0,0.0,-0.7964,[]
10314,War on Drugs Heading in Wrong Direction?,-0.5,0.9,-0.7906,[]
9648,"It Begins: Crowds Mass In Major Cities: DC, LA, NYC, Philly, Portland, More… | Will It Escalate? | “95% Chance Of Widespread Violence”",0.0625,0.5,0.25,"['LA', 'Philly', 'Portland']"
9437,Hillary Fan SLEEPS At Rally! Snoozy Smurf Steals Show! (ABC News) Coconut Creek FLA,0.0,0.0,-0.3786,['Coconut Creek']
9444,"Neighbors Smell Smoke At Muslim Home, What They See In Window Is Horrific",-1.0,1.0,-0.6597,[]
9560,The Middle East Crises Trump Inherits Could Still Suck Him in,0.0,0.0,-0.4404,[]
8133,John Kirby and the US State Department Blatantly Support Terrorists - Henry Kamens,-0.5,0.5,-0.34,[]
10548,Joe Giambrone on Hollywood’s Shameless & Underhanded Assault on Political Truth,0.0,0.1,-0.5994,[]
10363,"Blame government, not markets for monopoly",0.0,0.0,-0.34,[]
5685,Carrot Top To Give Nobel Awards At Drive Thru Window,0.5,0.5,0.5859,[]
6128,Gauis Publius: TPP Has Picked Up a Powerful Enemy — Black Lives Matter,0.06666666666666667,0.7166666666666667,-0.1531,[]
7303,Training French soldiers to supervise Daesh,0.0,0.0,0.0,[]
8367,November 8 Is (Finally) Here: An Abridged Election Day Resource Guide,0.05,0.75,0.0,[]
9553,The Anatomy of Crisis and the Decline of US Empire,0.0,0.0,-0.6249,[]
6917,7 Ways To Prepare For An Economic Crisis,0.2,0.2,-0.6249,[]
7811,"14 Days to Do 14 Things, If Hillary’s Indicted-Extreme Violence Expected",-0.1,0.4,-0.6249,[]
7529,Daesh abducts 1000s near Mosul to use them as human shields: UN,0.05,0.25,0.0,['Mosul']
8353,Oregon Standoff Leaders Acquitted For Malheur Wildlife Refuge Takeover,0.0,0.0,0.25,['Oregon']
10250,"Muslims Start Chanting Allah On Plane, Flight Attendant Quickly Shuts Them Up",0.26666666666666666,0.45,0.0,[]
8696,Unprecedented Surge In Election Fraud Incidents From Around The Country,0.6,0.9,-0.5859,[]
9749,Re: DOJ AG Loretta Lynch Advised FBI Director to Keep New Emails from Congress,0.13636363636363635,0.45454545454545453,0.0,[]
7253,"Anonymous hacker Deric Lostutter faces 16 years in prison, while Steubenville rapists walk free",0.4,0.8,-0.6486,[]
5869,McCain Pledges to Help Pentagon Fix Scandal Over Excessive Military Bonuses,-0.175,0.55,0.5267,[]
6369,Like a “Concentration Camp” Police Mark DAPL Protesters with Numbers and Lock Them in Dog Kennels,0.0,0.0,0.1531,[]
7701,You Can't Be Intersectional While at the Same Time Being Elitist and Exclusionary,0.0,0.125,0.0,[]
6113,The World Is About To Witness A Breathtaking Once In A Century Event,1.0,1.0,0.4588,[]
9696,Forbidden History. Secret Egyptology Exposed!,-0.5,0.7,-0.5255,[]
10124,THE AMERICAN PUBLIC CAN NO LONGER DEAL WITH THE LIMITLESS CORRUPTION OF THEIR GOVERNMENT,0.0,0.03333333333333333,-0.296,[]
9390,CAN'T TRUST OBAMA! Look At Sick Thing He Just Did To STAB Trump In The Back... * LIBERTY WRITERS NEWS,-0.35714285714285715,0.42857142857142855,-0.804,[]
8552,Can nuclear war break out on the Korean Peninsula?,0.0,0.0,-0.5994,[]
7863,Hacking Accusations Against Russia Are Sign of Washington's Desperation,0.0,0.0,-0.6486,['Washington']
8614,Dr. MacDonald & Dr. Duke Expose the Vicious War on Trump by the Jewish Establishment!,-0.5,0.5,-0.807,[]
10518,Election 2016 and the Weaponization of the American Public,0.0,0.03333333333333333,0.0,[]
9231,COMICAL: Larry the Cable Guy slams ‘indefensible’ hypocrisy from Donna Brazile,0.5,1.0,0.0,[]
8088,Hillary Clinton in lead a day before Election Day,0.0,0.0,0.0,[]
9307,Teenage Boy KNOCKS OUT His Classmate For Assaulting Their Female Teacher In The FACE- And It’s EPIC!,0.041666666666666664,0.18888888888888888,-0.5562,[]
8483,"Meteor, space junk, rocket? Mysterious flash hits Siberia",0.0,1.0,0.0,[]
10531,‘Why is it the first time I’m hearing about this?’ asks office wanker,0.25,0.3333333333333333,-0.5423,[]
5330,"BREAKING: New Law Stops Hillary In Her Tracks, She Is Now Officially Ineligible To Run",0.13636363636363635,0.45454545454545453,-0.1531,[]
6975,"We do not like trampolining, say hedgehogs",0.0,0.0,-0.2755,[]
9618,President Putin Asks US To Stop Provoking Russia,0.0,0.0,-0.4588,['Russia']
