id,title,polarity,subjectivity,vader_compund,GPE
3343,John Kerry: ISIS responsible for genocide,0.2,0.55,0.3182,[]
4348,Mitt Romney's Re-Invention As Anti-Poverty Warrior,0.0,0.0,0.0,[]
3424,King: Fill the Supreme Court vacancy,0.0,0.0,0.5574,[]
1718,"Ted Cruz is toast: It’s not just that he won’t be president — his days in the Senate are numbered, too",0.0,0.0,0.0,[]
143,Obama’s speech in Selma was an answer to those who question his love for America,0.5,0.6,0.6369,"['Selma', 'America']"
930,Where Does Bernie Sanders Go From Here?,0.0,0.0,0.0,[]
1661,Exclusive: GOP campaigns plot revolt against RNC,0.0,0.0,0.128,[]
1360,"Why Hillary Clinton, not Bernie Sanders, 'won' town hall",0.0,0.0,-0.4585,[]
3635,French police hunt two brothers accused of Charlie Hebdo terror attack,0.0,0.0,-0.8271,[]
3255,Give Social Security recipients a CEO-style raise,0.03333333333333333,0.06666666666666667,0.34,[]
3177,"Fireworks erupt between Trump and Bush, Rubio and Cruz at GOP debate",0.0,0.0,0.0,[]
2832,"Obama, sounding like his critics, admits no 'complete strategy' for Iraq",-0.05,0.4,0.0772,"['Obama', 'Iraq']"
4294,How Ted Cruz Became Ted Cruz,0.0,0.0,0.0,[]
1524,Accord reached after Sanders sues the DNC over suspended access to critical voter list,0.0,0.8,-0.6124,[]
2974,Why the latest Patriot Act reform won’t be enough to rein in the NSA,0.25,0.7,0.0,[]
3364,"FBI expands probe of Clinton emails, launches independent classification review",0.0,0.125,0.1027,[]
4933,Where is Gary Johnson?,0.0,0.0,0.0,[]
4880,What happens if Clinton drops out?,0.0,0.0,0.0,[]
3512,Brothers ID'd as suicide bombers in Belgium,0.0,0.0,-0.6705,['Belgium']
2546,Don't blame all immigrants for San Francisco shooting,0.0,0.0,0.2584,['San Francisco']
2596,Netanyahu: I Won't Allow Israel to Be 'Submerged' by Refugees,0.0,0.0,-0.1695,['Israel']
1475,3 Questions Ahead Of Tonight's Democratic Debate,0.0,0.0,0.0,[]
2232,Obama's terror strategy is failing: US must heed lessons of 9/11,0.0,0.0,-0.7717,"['Obama', 'US']"
127,Selma 50 years on: John Lewis's recalls the march,0.0,0.0,0.0,[]
4979,Third-party presidential candidates fight for 15% in polls – and a spot in debates,0.0,0.0,-0.3818,[]
1700,"Bush, Rubio and Kasich eye one another in the shadow of Trump",0.0,0.0,0.0,['Kasich']
4500,Conspiracy theories swirl around the death of Antonin Scalia,0.0,0.0,-0.8074,[]
2199,McCain: Trump doesn't understand Syria,0.0,0.0,0.0,['Syria']
4943,Trump manager says 'undercover voters' will deliver win in US election,0.8,0.4,0.5859,['US']
2115,The next president can have a big impact on climate policy — even without Congress,0.0,0.05,0.0,[]
4597,Justice Department Staffers Monitor Polls on Election Day,0.0,0.0,0.5267,[]
677,Poll: 71 percent of Dems think Clinton should keep running even if indicted,0.0,0.0,0.0,[]
3004,Is the Iran deal unraveling? Think again. | Institution,0.0,0.0,0.0,['Iran']
172,Shutdown clash to return in force by December,0.0,0.0,0.0,[]
5202,Blizzard of charges and countercharges melts away as opinions of Trump and Clinton are frozen,0.0,0.0,-0.2732,[]
2802,Obama Inches Closer to Veto-Proof Support for Iran Nuclear Deal,0.0,0.0,0.4019,['Iran']
1329,How Clinton plans to stop Sanders' momentum,0.0,0.0,-0.296,[]
4114,Martin O’Malley Praises Senate Democrats for Holding Up Trade Deal,0.0,0.0,0.5267,[]
4354,‘Super PAC’ Gets Early Start on Pushing for a 2016 Clinton Campaign,0.21666666666666667,0.4833333333333333,0.0,[]
3138,Christianity under attack: US must do more to promote religious freedom,0.25,0.375,0.6096,['US']
421,"Buffett: If I Ran Fed, I Would Not Raise Rates Significantly",0.375,0.875,0.0,[]
2850,Iran agrees to nuclear restrictions in framework deal with world powers,0.0,0.0,0.2023,['Iran']
51,"Bernie Sanders’s vast universe of donors, mapped",0.0,1.0,0.0,[]
186,So That Happened: Did Obama Forget That The GOP Runs Congress?,0.0,0.0,-0.2263,[]
3700,Sunday in Charleston: Worship at Emanuel AME,0.0,0.0,0.296,['Charleston']
5040,"FACT CHECK: Hillary Clinton's Speech To The Democratic Convention, Annotated",0.0,0.0,0.0,[]
2305,Connecticut Becomes First State To Boycott Indiana Over LGBT Discrimination Law,0.25,0.3333333333333333,-0.3182,['Connecticut']
2228,Scott Walker Confronts Doubts About His Grasp of Foreign Policy,-0.125,0.125,-0.4767,[]
3008,Iran carries out new ballistic missile test,0.13636363636363635,0.45454545454545453,0.0,['Iran']
3872,Why Joe Biden can't get no respect,0.0,0.0,0.2846,[]
1884,"Come on, Paul Ryan must be running in 2016, right? Right?",0.2857142857142857,0.5357142857142857,0.0,[]
4239,Why Bernie Sanders needs to start winning big states — big,0.16666666666666666,0.31666666666666665,0.5267,[]
3282,Leaked: What’s in Obama’s trade deal,0.0,0.0,-0.3182,['Obama']
4532,Someone Isn't Telling The Truth About Freddie Gray's Death,0.0,0.0,-0.7061,[]
4130,Prison employee pleaded not guilty to aiding escape of two murderers,0.25,1.0,-0.6776,[]
599,Election Day: No Legal Pot In Ohio; Democrats Lose In The South,-0.1,0.2,-0.4714,['Ohio']
4577,President Trump: A colossal failure for democracy and our terrifying new reality,-0.22007575757575756,0.6386363636363637,-0.7906,[]
1934,Chris Christie losing home-state donors as Jeb Bush makes inroads,0.0,0.0,-0.3818,[]
5075,Can Sanders rally supporters around Clinton after DNC email leak?,0.0,0.0,0.128,[]
2076,'Historic' climate deal in sight as nations parse final text,0.0,0.5,0.0,[]
4714,"Trump slams 'corrupt' media, as more women make sexual assault claims",0.16666666666666666,0.7777777777777778,-0.5859,[]
4911,The 5 unspoken rules for covering Hillary Clinton,0.0,0.0,0.0,[]
2834,Iraq launches operation against ISIS in Anbar province,0.0,0.0,0.0,"['Iraq', 'Anbar']"
2281,Justices Kennedy and Scalia and their divide on gay rights,0.4166666666666667,0.5833333333333334,0.0,[]
1938,Jeb Bush's Foreign Policy Plan: More Military Spending Will 'Encourage Peace',0.09166666666666667,0.24166666666666667,0.7783,[]
1255,"John Kasich: He’s Conservative, but at Least He’s Sane",-0.3,0.4,0.0,[]
4618,2006 Audio Emerges of Hillary Clinton Proposing Rigging Palestine Election,0.0,0.0,0.0,[]
3602,Authorities search for clues after raid thwarts potential 'Belgian Charlie Hebdo' attack,0.0,1.0,-0.5423,[]
384,Debate Goals for the Democratic Candidates,0.0,0.0,0.0,[]
4492,'Spinning up as we speak': Email shows Pentagon was ready to roll as Benghazi attack occurred,0.2,0.5,-0.1531,[]
2432,A Case Study On Why The Obamacare Lawsuit Is Based On Mythical History,0.0,0.0,-0.2263,[]
2916,Iran letter blowback startles GOP,0.0,0.0,-0.128,['Iran']
4713,Donald Trump's GOP civil war,0.0,0.0,-0.5994,[]
4217,Laura Bush hints she'd rather see Hillary as president,0.0,0.0,0.0,[]
1770,"Scott Walker, Rick Perry show limits of super PACs",0.3333333333333333,0.6666666666666666,0.5994,[]
3427,Is It Time To Reconsider Lifetime Appointments To The Supreme Court?,0.0,0.0,0.5574,[]
658,"Clinton has delegates to win Dem nomination, AP reports; Sanders questions tally",0.8,0.4,0.5859,[]
4865,"Trump says Obama born in US, ‘period’ – after new ‘birther’ dust-up",0.13636363636363635,0.45454545454545453,0.0,['US']
4031,"MH370: If debris is part of missing plane, what's next?",-0.1,0.025,-0.296,[]
2586,Israel stole classified US information and used it to help congressional Republicans,0.0,0.0,0.4019,"['Israel', 'US']"
4045,"""America has a simple ideology"": how one of Russia's top US experts explains America",0.25,0.4285714285714286,0.2023,"['America', 'Russia', 'US', 'America']"
4632,Poll shows Trump made up 13 points in under 2 weeks — now he likes polls again,0.0,0.0,0.4215,[]
71,"Chaos on House floor as Dems, Republicans clash over LGBT proposal",0.0,0.0,-0.5719,['LGBT']
1108,"Clinton, Sanders accuse Trump of inciting violence",0.0,0.0,-0.7096,[]
4701,"In New Responses, Hillary Clinton Insists Email Setup A Matter Of 'Convenience'",0.13636363636363635,0.45454545454545453,0.0258,['New Responses']
4929,Trump mulls alternative options for making Mexico finance 'the wall',0.0,0.0,0.0,['Mexico']
667,"Donald Trump said ‘university’ was all about education. Actually, its goal was: ‘Sell, sell, sell!’",0.0,0.1,0.0,[]
3382,Kerry Adviser Marie Harf in Twitter Fight Over Iran Nukes,0.0,0.0,-0.3818,"['Iran', 'Nukes']"
5199,The Daily 202: Many African Americans unenthusiastically ‘settle’ for Hillary Clinton,0.16666666666666666,0.16666666666666666,0.0,[]
1809,"100,000 people have come to recent Bernie Sanders rallies. How does he do it?",0.0,0.25,0.0,[]
2812,"'You've been fleeced': Congress grills Kerry, Obama officials on Iran nuke deal",0.0,0.0,0.0,"['Obama', 'Iran']"
4666,"What 20,000 pages of hacked WikiLeaks emails teach us about Hillary Clinton",0.0,0.0,-0.4019,[]
4808,What do Americans really think of election coverage?,0.2,0.2,0.0,[]
4411,Lynch schools the wingnuts: How the right tried — and failed — to wound Obama’s AG nominee,-0.10714285714285715,0.4178571428571428,-0.5106,[]
1754,"Yes, Ted Cruz could win",0.8,0.4,0.7579,[]
854,Trump advisors try to pivot not fishtail,0.0,0.0,0.0,[]
3137,"Christians drop, 'nones' soar in new religion portrait",0.13636363636363635,0.45454545454545453,-0.2732,[]
2010,Inside the Deliberations of a Hillary Clinton Campaign Launch,0.0,0.0,0.0,[]
1109,Clinton condemns Trump over Chicago violence,0.0,0.0,-0.8126,['Chicago']
3592,"In France, a growing debate over why some speech is protected and some isn’t",0.0,0.0,0.5574,['France']
3147,Gay rights and religious liberty: Can Americans have both?,0.20833333333333334,0.4166666666666667,0.5267,[]
4318,"As Rand Paul stalls, Ted Cruz seeks to pick up support among libertarians",0.0,0.0,0.4215,[]
1905,“A dream come true for Hillary Clinton”: Wall Street Journal editorial board rips Ted Cruz,0.35,0.65,0.5859,[]
4051,Obama Presses Putin to Strike Ukraine Peace Deal,0.0,0.0,0.4588,[]
3852,"Trumka: Disappointment with Obama, a warning for Hillary",-0.6,0.4,-0.6908,['Obama']
205,Wingnuts have a death-grip on Congress: Why Paul Ryan can’t control the House GOP,0.0,0.0,0.0,[]
3326,State Department warns of possible terror attack in South Africa,0.0,1.0,-0.7845,['South Africa']
2968,Who Lost Iraq?,0.0,0.0,-0.3182,['Iraq']
3107,Pope Francis implores Congress to accept immigrants as their own,0.6,1.0,0.3818,[]
1284,"Poll: Trump gains in Iowa, still dominates in New Hampshire",0.13636363636363635,0.45454545454545453,0.3818,"['Iowa', 'New Hampshire']"
2989,Rand Paul Goes on Senate Floor to Protest NSA Spying Measure,0.0,0.0,-0.25,[]
3866,Obama Details His Disappointment With Netanyahu In First Post-Election Comments,-0.175,0.3666666666666667,-0.5106,[]
4796,Reality Check: First Clinton v Trump presidential debate,0.25,0.3333333333333333,0.0,[]
961,John Kasich’s Advice for Women to Prevent Sexual Assault: Avoid Parties “Where There’s a Lot of Alcohol”,0.5,0.8333333333333334,-0.4939,[]
273,The system set Boehner up for failure,-0.3166666666666667,0.3,-0.5106,[]
3398,Gay marriage victory at Supreme Court triggering backlash,0.4166666666666667,0.5833333333333334,0.5574,[]
263,McCarthy drops out of speaker race as House asks: Who wants this job? (+video),0.2,0.1,0.0,[]
1242,"Democrats, Republicans in tight races as Iowans prepare to caucus",-0.17857142857142858,0.2857142857142857,0.0,[]
2840,Iran: Why the best outcome now is to keep negotiating without reaching a deal,1.0,0.3,0.5586,['Iran']
1570,Rand Paul is flatlining,0.0,0.0,0.0,[]
2463,Nurse Chris Christie Quarantined For Ebola Goes After Governor On Vaccines,0.0,0.0,0.0,[]
4469,Can Paul Ryan and Donald Trump coexist within the Republican Party?,0.0,0.0,0.4019,[]
2507,"Cruz copying me on border wall, Trump says",0.0,0.0,0.0,[]
1610,Jeb Bush loses TV ad edge to Marco Rubio,-0.3,0.1,-0.3182,[]
4107,"Our real police/race problem: Diverse forces, white resentment, and America’s persistent divides",0.1,0.15000000000000002,-0.6808,['America']
3474,The Supreme Court cannot hide on Obamacare,0.0,0.0,0.6271,[]
1181,"Poll: Hillary Clinton, Bernie Sanders both top Trump",0.5,0.5,0.2023,[]
624,Donald Trump revokes Washington Post press access (+video),0.0,0.0,0.0,[]
2042,How Jeb Bush can avoid being the Jon Huntsman of 2016,0.0,0.0,-0.296,[]
1680,Poll finds Ben Carson knocks Donald Trump from top spot nationally,0.5,0.5,0.2023,[]
2874,“I’m glad that he won”: The surprising Palestinian reaction to Netanyahu’s win,0.6666666666666666,0.6333333333333333,0.836,[]
5244,Ernst to Trump: Stop with the name-calling,0.0,0.0,-0.296,[]
3888,White House: GOP Has Failed to Put ‘Points on the Board’,-0.25,0.15,-0.5106,[]
763,The Daily 202: The presidency is Hillary Clinton’s to lose. Here are 12 ways she could lose it.,0.0,0.0,-0.6597,[]
739,"Do Democrats Want What Bernie Wants, Or Just What Bernie Has?",0.2,0.1,0.0772,[]
1338,Critics Pounce on Madeleine Albright’s Exhortation to Women to Back Clinton,0.0,0.0,-0.296,[]
5258,Clinton doubles down on disputed claim FBI found her email remarks 'truthful',0.17222222222222222,0.3944444444444445,0.1531,[]
4053,How the Clintons’ Haiti development plans succeed — and disappoint,0.0,0.0,0.128,[]
2678,Of Course Facebook Is Biased. Its Real Problem Is That It Won’t Admit It.,0.2,0.30000000000000004,-0.4588,[]
3495,Tax Calculator: The federal debt,0.0,0.0,-0.3612,[]
4930,Trump and advisers remain split on how far to move toward the middle,0.05,0.5,0.0,[]
4904,Clinton in the final stretch: winning over anti-Trump contingent may be best play,0.35,0.6625,0.875,[]
3146,Vatican Ends Scrutiny Of U.S. Nuns,0.0,0.0,0.0,[]
4489,How Clinton’s email scandal took root,0.0,0.0,-0.4404,[]
4454,The Disappearing Middle: Electorate Way Less Moderate Than Past Primaries,-0.10416666666666666,0.25416666666666665,0.0,[]
4708,"Hannity: WikiLeaks Has Proven That ""Everything The Conspiracy Theorists Said"" Was True",0.35,0.65,-0.1531,[]
1461,AP FACT CHECK: The Republican debaters and the facts,0.0,0.0,0.0,[]
440,Why the drop in income inequality?,0.0,0.0,-0.2732,[]
3851,Senate Makes History By Confirming Loretta Lynch As U.S. Attorney General,0.05000000000000002,0.5,0.0,['U.S.']
334,Manhunt for escaped killers expands to Vermont,0.0,0.0,-0.5994,['Vermont']
3767,Protester charged with shooting officers in Ferguson,0.0,0.0,-0.2023,[]
5215,It’s not the ‘locker-room’ talk. It’s the ‘lock her up’ talk.,0.0,0.0,0.0,[]
5207,"GOP braces for Trump loss, roiled by refusal to accept election results",0.0,0.0,0.0772,[]
5035,Obama: Trump is ‘unfit to serve as president’,0.0,0.0,0.0,['Obama']
3103,Pope Francis met Kim Davis: why it matters in fight over religious freedom (+video),0.0,0.25,0.4019,[]
1376,Paris Tragedy Could Shake Up 2016 Race,0.0,0.0,-0.7269,[]
1510,2016's first GOP debate: Six things to look for in Charleston,0.25,0.3333333333333333,0.0,['Charleston']
356,Black Hawk crashes off Florida; human remains found,-0.08333333333333333,0.26666666666666666,0.0,['Florida']
2683,"Drudge, Koch, Soros, Bezos: These 4 non-politicians will determine the next president",0.0,0.0,0.0,[]
4020,Obama and Putin outline competing visions on Syria,0.0,0.0,0.2263,"['Obama', 'Syria']"
3226,Is the GOP losing Walmart?,0.0,0.0,-0.3818,[]
3375,"'Top secret' emails on Clinton server discussed drone program, may reference classified info",0.04999999999999999,0.6,0.2023,[]
3106,Miracles Man: Metaxas Vs. Closed Minds And A Closed Universe,-0.1,0.1,0.0,[]
2339,Obama on gun control: His emotional evolution,0.0,0.65,-0.2023,['Obama']
2422,The Clock Is Ticking And Republicans Still Have No Serious Obamacare Alternative,0.16666666666666666,0.6666666666666666,0.0572,[]
1597,Trump treads on tradition in New Hampshire,0.13636363636363635,0.45454545454545453,0.0,['New Hampshire']
4261,GOP presidential candidates hammer on 'top secret' Clinton emails in final days before Iowa Caucus,0.033333333333333326,0.7333333333333334,0.2023,['Iowa']
2640,"Cleveland, Justice Department Reach Policing Deal",0.0,0.0,0.5423,['Cleveland']
4477,"A GOP Weekend, Courtesy Of The Koch Network And Citizens United",0.0,0.0,0.6486,[]
5184,"Juan Williams: My bets on Trump, Clinton vice presidential picks",0.0,0.0,0.0,[]
4648,How Trump And Clinton Are Framing Their Closing Arguments,0.0,0.0,-0.4019,[]
3144,Scott Walker and questioning Obama’s faith,0.0,0.0,0.34,[]
1784,What Is Hillary’s Greatest Accomplishment?,1.0,1.0,0.6369,[]
800,"Sanders, Trump easily win West Virginia primary; Trump picks up Nebraska too",0.6000000000000001,0.45,0.7351,"['West Virginia', 'Nebraska']"
1518,"Clinton, Sanders to Face Off in 1st Democrat Debate",0.0,0.0,0.0,[]
3938,"Human remains suggest explosion brought down EgyptAir plane, forensics official says",-0.07777777777777779,0.19444444444444448,0.0,[]
3638,US officials scanning terror databases in search for Paris attack suspects,0.0,0.0,-0.836,"['US', 'Paris']"
1829,Clinton Picks Up The First Major Labor Endorsement Of 2016,0.15625,0.41666666666666663,0.3774,[]
2845,Obama: Syria war unlikely to end during his presidency,-0.5,0.5,-0.5994,"['Obama', 'Syria']"
317,'Blue and Brave': Illinois town rallies around police as search for officer's killer goes on,0.4,0.55,-0.2263,['Illinois']
3302,Senate Advances Bill To Approve Keystone Pipeline Despite Obama's Veto Threat,0.0,0.0,0.4168,[]
162,Momentum to bar Syrian refugees slows,0.0,0.0,0.0,[]
151,New evidence that the legal immigration system discriminates against Latin Americans,0.16818181818181818,0.32727272727272727,0.128,[]
2714,Media turn blind eye to Hillary Clinton’s glaring mistakes,-0.5,0.6666666666666666,-0.6369,[]
3327,State Department admits to deliberately cutting briefing footage on Iran deal,-0.6,0.9,0.1779,['Iran']
4147,"U.S. Economy Added 271,000 Jobs In October, Beating Expectations",0.0,0.0,-0.4588,[]
751,"Hillary Clinton narrowly wins Kentucky, a state Bernie Sanders needed by huge margins",0.35000000000000003,0.55,0.7184,['Kentucky']
3993,"No, it's not 'World War 3'",0.0,0.0,0.4847,[]
3664,49 killed in shooting at Florida nightclub in possible act of Islamic terror,-0.1,0.5,-0.836,['Florida']
4455,"Extreme rhetoric helping Cruz, Trump, Duke leaders say",-0.125,1.0,0.3566,[]
235,The Benghazi bust: Trey Gowdy and his GOP colleagues embarrassed themselves,0.0,0.0,-0.3612,[]
4359,"Obama seeks global climate pact in Paris, amid resistance at home",0.0,0.0,0.0,['Paris']
2462,"2 deaths possibly linked to 'superbug' at UCLA hospital after 7 infected, 179 exposed",0.0,1.0,-0.5423,[]
4289,Clinton media campaign follows BuzzFeed model,0.0,0.0,0.0,[]
743,"Exclusive: More than 100 lawsuits, disputes over taxes tied to Trump and his companies",0.5,0.5,-0.3535,[]
5061,Historic firsts fill evening at Democratic National Convention,0.0,0.0,0.0,[]
1146,"Cruz camp responds to Rubio Photoshop flap, brushes off criticism",0.0,0.0,-0.4404,[]
1027,Ben Carson Throws Support Behind Donald Trump,-0.4,0.7,0.4019,[]
5237,"Clinton and Trump: How they view ISIS, Putin, and US generals",0.0,0.0,0.0,"['Putin', 'US']"
4122,"Paul Ryan’s big speaker hangup is reportedly his family. For a male lawmaker, that’s unusual.",0.06666666666666667,0.39999999999999997,0.0,[]
266,"McCarthy withdraws from speaker race, vote postponed",0.0,0.0,-0.2023,[]
2551,The immigration swamp,0.0,0.0,0.0,[]
5060,'America is already strong': Obama continues Democrats' optimism,0.4333333333333333,0.7333333333333333,0.7783,"['America', 'Obama']"
5183,Why the DNC's mysteriously hacked oppo file on Trump is a big yawn,0.0,0.55,-0.4019,[]
2822,Hillary Clinton: ‘No role whatsoever for American soldiers on the ground’ in Iraq,0.0,0.0,0.0,['Iraq']
4305,Donald Trump: The key to his success (Opinion),0.15,0.5,0.5719,[]
1786,"For First Time, Trump Shrinks In Spotlight; Fiorina Steals Show",0.25,0.3333333333333333,-0.5106,[]
2057,Scott Walker's stealth 2016 strategy,0.0,0.0,-0.0772,[]
4601,Let’s Make 2016 the Last Endless American Election,-0.041666666666666664,0.2722222222222222,0.0,[]
1996,Going Back to the Future in 2016?,0.0,0.0625,0.0,[]
4267,A bad night for front-runners and a good night for governors,5.551115123125783e-17,0.6333333333333333,-0.1531,[]
3077,How public funding of elections makes politics even more polarized,0.25,0.2833333333333333,0.0,[]
2376,Gaming Obamacare,0.0,0.0,0.0,[]
2570,Uncovered audio: Hillary was ‘adamantly against illegal immigrants’,-0.2,0.6,-0.5574,[]
4375,Obama says world should address ‘grievances’ that terrorists exploit,0.0,0.0,-0.6705,[]
781,"Press must share the blame: The shallow, ratings-obsessed media is as responsible for Trump as the GOP",-0.06666666666666665,0.525,0.2732,[]
2619,"Netanyahu: Iran A Threat to Israel, the World",0.0,0.0,-0.5267,"['Iran', 'Threat', 'Israel']"
693,A report said Trump's donations to vets might be shady. His response was predictable.,-0.225,0.5625,0.0,[]
4621,How the confidence deficit is impacting the 2016 election,0.0,0.0,0.1531,[]
1118,Romney's timely Trump trolling,0.0,0.0,0.0,[]
5223,A sharpened debate: Is it ethical to not vote this year for president?,0.2,0.6,0.5106,[]
217,"Ryan so far proves he can 'make the sausage,' but he'll likely be serving a much different House party in 2016",0.1,0.65,0.5499,[]
2634,Attorney general nominee offers careful backing of Obama policies,0.016666666666666673,0.5,0.1779,['Obama']
3134,The end of white Christian America is nigh: Why the country’s youth are abandoning religious conservatism,0.0,0.08333333333333333,-0.3818,[]
1590,Strong jobs number holds risks for Clinton,0.4333333333333333,0.7333333333333333,0.3612,[]
704,Sanders warns Clinton against moderate as VP,0.0,0.7,-0.1027,[]
3982,"Architect Of Paris Attacks Was Killed In Raid, French Authorities Say",-0.1,0.0,-0.8126,[]
3140,Why conservatives refuse to believe Obama is Christian,0.0,0.0,-0.296,[]
1423,Why Donald Trump is beating Fox News -- and GOP rivals,0.0,0.0,-0.4588,[]
3828,Obama seeks to calm fears over terrorism ahead of holiday season,0.30000000000000004,0.75,-0.5267,[]
1722,Democratic debate: Fact-checking the candidates,0.0,0.0,0.0,[]
1479,Carson takes lead from Trump in new national poll,0.13636363636363635,0.45454545454545453,0.0,[]
992,"Hillary isn't winning over many pundits, even on the left",0.3333333333333333,0.4166666666666667,-0.4168,[]
1343,5 takeaways from the Republican debate,0.0,0.0,0.0,[]
187,Lawmakers caught in battle between House ethics cops,0.0,0.0,-0.3818,[]
5209,"New O'Keefe Video: Clinton Campaign, DNC Coordinated With Organizations To Incite Violence At Trump Events",0.13636363636363635,0.45454545454545453,-0.6249,[]
4883,"Yes, There Is a Clinton Double Standard",0.0,0.0,0.4019,[]
4750,"Libertarian VP Candidate Gives Up, Will Focus on Preventing Trump Presidency",0.0,0.0,0.2023,[]
5020,'The only other option': Bernie Sanders backers turn to Green party's Jill Stein,-0.10833333333333334,0.5583333333333333,0.0,[]
1171,"Trump, Clinton Head Into SC with Fierce Competition on Their Heels",0.0,0.0,0.0,[]
764,Why Trump is a shocking GOP choice,-1.0,1.0,-0.4019,[]
1819,Donald Trump: ‘We have to take back the heart of our country’,0.0,0.0,0.6369,[]
569,Jeb Bush fights lonely battle defending Common Core,-0.19999999999999998,0.6,-0.7783,[]
4770,Donald Trump can’t resist blaming Bill Clinton when his own sexism comes up,0.6,1.0,-0.4939,[]
1920,Will Clinton’s experience be a liability?,0.0,0.0,-0.2023,[]
4431,"Obama outlines plan to keep 5,500 troops in Afghanistan",0.0,0.0,0.0,['Afghanistan']
1675,Biden backers to naysayers: Not so fast,0.2,0.6,0.0,[]
5057,Clinton Enjoys Post-DNC Bounce - But Will it Last?,0.0,0.06666666666666667,0.2846,[]
188,House yanks first spending bill off the floor,0.25,0.3333333333333333,0.0,[]
